human_r1	human_r2	mouse_r1	mouse_r2	cattle_r1	cattle_r2	pig_r1	pig_r2	opossum_r1	opossum_r2
ENSG00000197959:DNM3	0.43	0.65	2.08	2.87	1.93	3.02	0.79	1.38	1.07	0.39
ENSG00000197971:MBP	1.06	2.13	15.23	20.55	37.85	21.97	1.81	2.55	5.53	1.15
ENSG00000197977:ELOVL2	13.33	19.87	1.17	0.88	45.39	46.83	0.03	0.02	9.94	0.61
ENSG00000197980:LEKR1	1.06	0.14	3.27	3.04	0.07	0.07	0.03	0.07	0.03	0.1
ENSG00000197993:KEL	4.09	4.16	0.81	4.43	0.53	0.25	0.15	0.13	11.12	6.74
ENSG00000198000:NOL8	20.58	30.01	8.03	5.89	16.72	14.56	3.13	5.59	15.83	15.63
ENSG00000198001:IRAK4	20.14	22.12	9.95	14.28	30.94	25.24	3	5.53	7.61	2.44
ENSG00000198003:ODAD3	0.26	0.44	0.16	0.04	1.46	3.11	0.05	0.21	11.01	5
ENSG00000198018:ENTPD7	6.63	5.72	6.31	4.34	3.82	3	0.92	1.44	6.07	1.67
ENSG00000198026:ZNF335	13.74	18.46	17.27	11.94	14.38	12.06	1.44	5.97	6.24	13.66
ENSG00000198042:MAK16	7.45	8.84	23.02	18.45	17.88	14.65	5.99	9.47	18.31	12.16
ENSG00000198049:AVPR1B	0	0	0	0	0.03	0	0.01	0	0.03	0
ENSG00000198055:GRK6	5.37	6.9	22.04	14.22	38.53	28.4	3.35	13.22	7.82	5.42
ENSG00000198056:PRIM1	3.17	5.79	3.3	2.94	11.79	11.51	0.92	1.69	2.48	0.45
ENSG00000198060:MARCHF5	24.63	30.91	58.98	44.21	40.69	33.2	4.2	6.04	17.88	12.54
ENSG00000198081:ZBTB14	7.71	9.79	14.99	10.45	7.33	6.46	0.3	0.62	6.46	3.46
ENSG00000198087:CD2AP	16.55	17.97	72.36	55.8	65.75	52.23	24.76	33.78	154.83	7.29
ENSG00000198089:SFI1	16.97	28.11	122.95	109.35	4.8	4.34	0.26	0.98	0.75	5.08
ENSG00000198092:TMPRSS11F	0.72	0.96	0.14	0.02	0	0	0.03	0.07	10.4	2.38
ENSG00000198104:OR2T6	0	0	0	0	0	0	0	0	0	0
ENSG00000198113:TOR4A	0.79	1.45	18.8	14.1	21.24	17.22	1.29	4.16	5.26	16.14
ENSG00000198130:HIBCH	15.72	15.86	14.33	9.43	37.13	35.45	2.54	3.17	177.79	30.41
ENSG00000198133:TMEM229B	10.77	14.85	23.58	10.49	60.31	19.81	0.02	0.09	2.45	14.38
ENSG00000198146:ZNF770	18.23	15.74	2.64	1.22	1.96	1.62	0.72	0.88	5.1	4.78
ENSG00000198162:MAN1A2	204	157.22	37.53	18.11	19.57	16.94	4.19	7.98	71	11.66
ENSG00000198171:DDRGK1	69.22	58.47	160.62	143.12	114.77	114.99	8.56	17.75	103.5	85.1
ENSG00000198176:TFDP1	25.86	29.1	55.66	37.01	33.9	40.22	1.22	3.3	7.81	2.74
ENSG00000198189:HSD17B11	10.16	23.01	117.13	97	126.5	178.27	4	7.51	32.29	23.78
ENSG00000198198:SZT2	19.79	27.55	13.14	9.85	5.36	5.83	0.61	2.63	3.32	3.29
ENSG00000198203:SULT1C2	0.11	0.1	0.05	0.04	0	0	0	0.01	1.44	2.85
ENSG00000198208:RPS6KL1	0.52	1.38	0.31	0.6	20.76	23.42	0.02	0.07	0.03	0.08
ENSG00000198216:CACNA1E	0.04	0.03	0.18	0.05	0	0.01	0.04	0.08	0.06	0.06
ENSG00000198231:DDX42	82.87	109.3	41.84	29.89	56.21	48.45	5.72	10.52	33.6	17.78
ENSG00000198265:HELZ	10.35	14.69	40.87	26.63	30.39	26.52	4.36	8.13	3.8	0.38
ENSG00000198276:UCKL1	37.84	57.81	46.71	46.44	29.61	39.4	4.35	15.2	41.58	44.93
ENSG00000198286:CARD11	0.11	0.5	0.15	0.39	1.97	1.46	0.04	0.06	0.23	0.05
ENSG00000198301:SDAD1	15.52	16.2	13.57	8.46	8.99	8.26	2.02	3.08	37.87	25.34
ENSG00000198315:ZKSCAN8	10.86	13.01	5.52	2.88	8.52	8.19	0.49	1.13	6.81	3.84
ENSG00000198326:TMEM239	0.04	0.01	0	0	0	0	0	0	0	0
ENSG00000198331:HYLS1	2.68	3.55	2.15	1.68	4.72	4.79	0.36	0.64	6.75	7.26
ENSG00000198336:MYL4	0.51	2.58	46.81	40.12	0.83	1.51	0.07	0.23	18.23	3.47
ENSG00000198355:PIM3	63.65	79.38	64.34	47.57	37.6	33.04	9.31	27.84	52.98	72.23
ENSG00000198356:GET3	32.77	36.97	43.89	43.33	42.96	37.02	7.13	13.22	37.68	89.31
ENSG00000198363:ASPH	27.36	40.33	24.97	19.65	11.86	11.51	2.28	4.9	16.22	1.45
ENSG00000198369:SPRED2	11.62	13.16	16.32	11.13	11.29	9.15	0.72	1.9	17.99	2.94
ENSG00000198373:WWP2	22.36	26.68	23.31	21.97	42.17	42.46	2.63	9.65	36.74	8.25
ENSG00000198380:GFPT1	58.22	56.81	69.22	48.92	56.62	31.95	18.1	25.71	30.48	10.77
ENSG00000198382:UVRAG	10.45	14.16	23.17	23.24	7.92	6.14	2.21	4.7	19.8	6.72
ENSG00000198399:ITSN2	17.74	25.88	48.75	39.16	14.55	14.79	4.93	7.35	28.64	21.77
ENSG00000198400:NTRK1	0	0.19	0.23	0.31	0.07	0.25	0.03	0.07	0.08	0
ENSG00000198408:OGA	92.37	127.13	84.03	56.86	54.11	53.21	16.58	26.53	87.84	36.16
ENSG00000198435:NRARP	6.34	8.34	8.32	6.47	1.64	6.67	0.91	4.77	10.54	14.31
ENSG00000198445:CCT8L2	0.21	0.14	0.17	0.08	0.83	0.6	0.03	0.03	0.58	0.36
ENSG00000198467:TPM2	29.26	99.69	163.4	108.54	173.94	131.37	26.89	73.25	134.19	239.33
ENSG00000198478:SH3BGRL2	25.54	30.63	41.29	37.75	153.19	146.85	16.08	22.51	50.64	29
ENSG00000198483:ANKRD35	0.02	0.24	24.8	11.04	0.83	0.87	0.08	0.15	3.63	5.49
ENSG00000198492:YTHDF2	40.55	43.1	35.35	20.17	66.18	50.11	5.43	12.48	24.06	12.59
ENSG00000198498:TMA16	10.53	10.12	3.14	3.11	44.95	30.73	4.28	7.9	14.26	21.58
ENSG00000198513:ATL1	0.82	0.91	8.33	10.78	0.98	2.36	0.15	0.28	8.12	4.41
ENSG00000198515:CNGA1	10.61	5.63	0.32	0.5	0.06	0	0.01	0	0.04	0.12
ENSG00000198517:MAFK	178.55	223.26	75.4	49.5	27.64	22.97	5.76	15.12	7.09	2.99
ENSG00000198520:ARMH1	1.29	1.7	0.07	0.12	0.04	0	0.02	0	0.76	0.61
ENSG00000198522:GPN1	17.43	16.25	12.01	12.51	15.77	12.72	2.26	3.82	47.74	48.19
ENSG00000198523:PLN	0.05	0	0.56	0.07	0.14	0.06	3.24	10.49	1.75	0
ENSG00000198542:ITGBL1	2.42	13.47	1.38	2.3	0	0	0.01	0.01	1.12	0.59
ENSG00000198546:ZNF511	5.22	9.01	14.34	17.47	12.49	10.67	1.9	4.58	1.56	17.72
ENSG00000198554:WDHD1	2.71	2.46	4.25	2.44	8.29	8.36	0.7	1.26	8.02	4.66
ENSG00000198561:CTNND1	101.55	120.57	139.01	94.7	149.46	161.98	27.58	55.53	58.77	22.46
ENSG00000198563:DDX39B	153.34	237.24	114.14	84.47	125.92	147.14	16.54	55.32	108.13	250.93
ENSG00000198569:SLC34A3	0.07	0.2	0.39	2.43	1.32	1.19	0.01	0.06	0	0
ENSG00000198570:RD3	0.06	0.04	1.61	0.93	0.07	0	0.02	0	0.65	0.61
ENSG00000198576:ARC	0.16	0.21	2.39	1.21	0.32	0.12	0.05	0.2	0.07	0.06
ENSG00000198586:TLK1	57.08	55.52	30.71	22.71	27.96	23.02	3.98	7.45	39.26	17.12
ENSG00000198589:LRBA	11.33	12.71	10.35	8.99	32.51	38.57	4.95	9.78	14.9	3.94
ENSG00000198597:ZNF536	0	0	0.25	0.03	0.06	0	0.01	0.04	0	0.12
ENSG00000198598:MMP17	0.22	0.78	0.77	0.58	0.21	0.09	0.05	0.1	0.78	1
ENSG00000198604:BAZ1A	15.83	23.14	7.12	9.56	15.52	16.02	6.4	9.25	25.98	5.65
ENSG00000198612:COPS8	29.71	40.79	56.04	56.72	43.5	39.74	3.94	9.09	18.66	34.39
ENSG00000198624:CCDC69	43.06	69.48	3.23	2.79	7.33	2.89	0.05	0.12	18.94	5.72
ENSG00000198625:MDM4	34.7	41.45	50.11	33.71	29.84	28.37	4.43	7.92	25.01	2.31
ENSG00000198626:RYR2	2.03	2.88	0.41	0.37	0.15	0.13	0.16	0.41	0.25	0.02
ENSG00000198643:FAM3D	0.2	1.09	0.36	0.47	47.02	16.34	1.63	3.86	130.95	176.49
ENSG00000198646:NCOA6	23.92	25.83	38.37	22.8	18.01	18.24	1.27	4.1	5.05	3.58
ENSG00000198648:STK39	0.46	0.69	15.69	7.9	4.99	2.83	1.75	4.5	22.67	3.09
ENSG00000198650:TAT	0.01	0.11	0.08	0.5	1.02	20.84	0.01	0	274.93	119.56
ENSG00000198663:C6orf89	35.56	32.82	66.79	60.92	28.59	27.45	3.61	8.75	140.12	108.2
ENSG00000198673:TAFA2	2.07	0.76	0.02	0	0	0	0.51	0.66	0.29	0
ENSG00000198674:OR10G6	0	0.06	0.07	0.24	0	0	0.04	0.03	0	0
ENSG00000198680:TUSC1	14.75	15.07	2.01	2.75	4.6	2.56	0.53	0.83	2.28	10.87
ENSG00000198682:PAPSS2	11.36	15.2	30.88	18.82	81.71	57.2	14.46	5.61	11.25	22.61
ENSG00000198689:SLC9A6	4.99	5.57	28.31	29.39	14.4	9.31	1.5	2.79	6.34	5.02
ENSG00000198691:ABCA4	0.89	1.47	3.61	3.05	1.17	0.84	0.15	0.49	0.55	0.67
ENSG00000198700:IPO9	24.09	27.96	35.28	23.06	76.61	78.67	3.45	10.75	19.07	20.12
ENSG00000198712:MT-CO2	9319.49	9884.69	43.03	0	5087.96	6966.13	4059.67	5855.61	13335.44	17481.72
ENSG00000198715:GLMP	42.43	49.6	439.33	378.87	65.04	65.67	5.87	12.12	15.55	56.38
ENSG00000198718:TOGARAM1	10.07	7.68	14.02	8.83	3.65	3.16	1.77	3.96	3.14	1.29
ENSG00000198719:DLL1	1.11	1.85	31.31	12.49	20.86	21.25	0.38	1.11	10.02	4.45
ENSG00000198720:ANKRD13B	2.85	3.25	2.42	2.1	21.08	23.43	0.14	0.85	0.56	0.69
ENSG00000198722:UNC13B	3.74	4.08	7.18	5.59	11.53	10.13	1.88	3.52	21.39	18.13
ENSG00000198723:SAXO5	0.09	0	0.78	0.05	0.05	0	0	0	0	0.03
ENSG00000198727:MT-CYB	5182.98	6814.34	4044.55	3076	3463.43	4038.92	346.77	680.98	5771.41	9799.57
ENSG00000198728:LDB1	50.41	74.19	100.72	80.29	111.87	110.17	6.17	18.15	156.07	99.37
ENSG00000198730:CTR9	21.88	24.71	99.91	63.35	29.23	28.83	3.56	7.12	22.08	10.26
ENSG00000198732:SMOC1	5.29	4.76	32.32	18.2	0.41	0.2	0.23	0.53	0.8	1.04
ENSG00000198734:F5	35.19	96.36	0.4	0.36	1.35	0.55	0.04	0.06	5.48	2.21
ENSG00000198739:LRRTM3	0	0.05	0	0.06	0.37	0	0.02	0.04	0	0.25
ENSG00000198740:ZNF652	14.84	20.66	16.03	11.72	3.96	2.99	0.87	1.96	5.61	0.35
ENSG00000198742:SMURF1	15.18	16.89	36.15	24.56	25.49	26.72	1.09	2.82	29.7	3.08
ENSG00000198746:GPATCH3	8.07	9.68	8.35	7.89	12.32	11.84	2.5	5.48	9.78	4.72
ENSG00000198752:CDC42BPB	45.12	51.76	102.87	82.82	72	56.36	7.67	27.88	32.41	9.81
ENSG00000198753:PLXNB3	0.15	0.13	0.11	0.11	0.24	0.34	0.01	0	10.19	11.07
ENSG00000198756:COLGALT2	0.08	0.07	0.75	0.27	11.41	10.19	0.13	0.28	116.15	18.42
ENSG00000198758:EPS8L3	0	0	0.38	51.74	5.56	2.29	0.01	0	0.1	0.95
ENSG00000198763:MT-ND2	7432.93	9781.53	2781.54	2251.35	1537.3	2087.13	213.61	380.97	1612.43	4116.06
ENSG00000198765:SYCP1	0	0.44	1.96	0.87	0.15	0.04	0	0.02	0.08	0
ENSG00000198771:RCSD1	6.09	9.41	33.67	22.79	8.33	7.09	1.98	4.73	55.17	3.18
ENSG00000198774:RASSF9	0.6	0.35	0.51	0.33	2.55	1.54	2.06	3.63	25.83	1.66
ENSG00000198780:FAM169A	0.75	0.63	2.32	1.33	28.38	25.89	1.91	3.33	0.64	0.11
ENSG00000198783:ZNF830	8.04	12.2	14.52	12.66	16.92	17.01	2.16	4.23	42.5	28.24
ENSG00000198785:GRIN3A	0.07	0.11	0.11	0.08	0.02	0	0.05	0.11	0.02	0.19
ENSG00000198786:MT-ND5	4121.89	3400.01	1076.25	802.75	1041.64	1323.68	192.86	257.31	1380.08	941.4
ENSG00000198792:TMEM184B	52.82	63.32	75.7	47.41	62.43	37.75	1.29	4.58	57.89	81.74
ENSG00000198794:SCAMP5	2.36	5.94	32.64	24.06	1.12	0.85	1.29	2.27	0.13	0.25
ENSG00000198795:ZNF521	5.2	4.94	1.01	0.45	2.48	2.53	1.14	2.44	0.9	0.11
ENSG00000198796:ALPK2	0.06	0.47	20.69	13.28	0.08	0.03	0.04	0.04	1.37	0.1
ENSG00000198797:BRINP2	0	0.02	0.27	0.04	0	0	0	0.01	1.28	1.14
ENSG00000198799:LRIG2	12	11.18	13.19	6.9	10.28	8.54	3.04	5.79	2.77	0.35
ENSG00000198804:MT-CO1	11447.34	15819.28	7029.06	8567.52	10797.95	15557.1	4740.11	6583.45	23802.31	20950.87
ENSG00000198807:PAX9	0.1	0.04	0.41	0.09	0	0	0.04	0.06	0.05	0.04
ENSG00000198815:FOXJ3	44.78	39.1	27.18	19.11	22.75	16.87	3.31	5.93	5.92	1.72
ENSG00000198821:CD247	0.49	0.76	0.55	1.67	3.92	3.8	0.43	0.7	0.09	0.69
ENSG00000198822:GRM3	0	0.03	0	0	0.71	0.21	0.03	0.03	2.85	1.74
ENSG00000198825:INPP5F	17.82	21	13.42	11.99	5.54	5.13	2.45	3.24	13.94	2.12
ENSG00000198835:GJC2	0.13	0.43	0.39	0.48	0.65	0.35	0	0.01	0.79	0.44
ENSG00000198836:OPA1	22.63	26.2	21.72	14.12	19.99	17.56	4.01	6.4	83.8	42.54
ENSG00000198837:DENND4B	25.63	42.25	3.84	1.81	6.31	6.27	0.51	1.53	4.27	9.19
ENSG00000198839:ZNF277	6.22	3.42	7.95	10.46	16.5	23.08	6.3	7.04	2.66	1.95
ENSG00000198840:MT-ND3	7591.94	8775.32	510.06	255.22	7307.07	7826.93	1053.34	1343.79	993.89	9370.42
ENSG00000198841:KTI12	4.4	5.04	14	11.73	3.84	2.92	2.79	5.44	3.01	8.05
ENSG00000198842:STYXL2	0.71	1.42	0.2	0.29	0.02	0.02	0.01	0.02	1.14	1.06
ENSG00000198844:ARHGEF15	12.54	19.4	7.58	5.54	5.2	9.02	0.41	1.52	3.89	2.45
ENSG00000198846:TOX	0.93	1.61	0.49	0.94	0.19	0.11	0.16	0.47	0.81	2.58
ENSG00000198851:CD3E	0.7	0.88	0.08	0	1.9	1.27	0.07	0.14	0.37	1.2
ENSG00000198853:RUSC2	4.28	7.67	74.9	50.07	8.71	6.62	1.28	3.92	13.07	18.61
ENSG00000198854:KPLCE	0	0	0	0	0.08	0	0.02	0.04	0	0
ENSG00000198855:FICD	7.14	5.68	11.12	10.02	5.56	6.24	0.8	2.28	12.68	2.49
ENSG00000198856:OSTC	60.61	58.48	107.4	124.68	116.43	97.34	14.32	19.75	200.27	209.75
ENSG00000198858:R3HDM4	14.68	24.43	57.83	66.12	40.67	42.12	3.83	9.24	45.49	103.39
ENSG00000198860:TSEN15	22.71	25.94	15.06	13.36	22.88	18.3	3.09	4.46	7.44	2.45
ENSG00000198862:LTN1	18.74	20.22	14.18	9.36	8.56	7.43	4.53	7.38	10.49	10.46
ENSG00000198863:RUNDC1	8.15	10.14	12.86	10.75	8.91	7.01	3.42	6.44	21.53	8.32
ENSG00000198865:CCDC152	1.36	3.78	0.73	5.74	13.23	14.75	28.52	33.8	2.91	2.69
ENSG00000198870:STKLD1	2.06	2.09	0.13	0.15	0.03	0	0.01	0.06	0.16	0.7
ENSG00000198873:GRK5	8.19	15.94	4.67	3.48	24.18	20.84	2.08	3.93	7.33	2.51
ENSG00000198876:DCAF12	20.92	22.96	61.86	43.21	32.24	27.81	4.63	10.26	19.38	11.1
ENSG00000198879:SFMBT2	2.77	4.68	67.94	27.55	1.84	1.06	0.13	0.34	1.28	0.16
ENSG00000198885:ITPRIPL1	0.28	0.41	2.25	2.22	3.08	2.63	0.46	1.01	7.72	4.85
ENSG00000198886:MT-ND4	7447.39	10584.25	3219.51	2427.88	2125.7	2618.42	131.69	159.25	2684.93	5688.76
ENSG00000198890:PRMT6	12.58	8.65	9.12	8.18	17.12	13.28	0.52	1.31	3.69	1.81
ENSG00000198892:SHISA4	4.41	2.92	13.51	7.7	37.37	44.29	3.33	8.47	82.46	74.85
ENSG00000198894:CIPC	11.99	12	11.86	11.54	10.41	8.16	3.25	8.11	4.87	4.25
ENSG00000198898:CAPZA2	76.31	102.93	72.13	74.23	105.56	75.88	51.68	73.5	84.19	98.08
ENSG00000198909:MAP3K3	11.26	21.57	45.7	30.16	25.55	29.54	2.65	8.47	44.58	11.32
ENSG00000198910:L1CAM	1.22	1.57	0.75	0.32	0.08	0.16	0.01	0.04	0.12	1.16
ENSG00000198911:SREBF2	26.31	30.81	61.41	93.83	55.65	49.14	9.26	40.16	32.08	48.08
ENSG00000198912:C1orf174	20.6	27.04	21.97	20.52	38.22	33.23	0.46	0.95	19.04	7.41
ENSG00000198914:POU3F3	0	0	0.12	0.02	0	0	0.03	0.03	0	0
ENSG00000198915:RASGEF1A	0.86	0.61	2.71	2.69	10.53	9.11	0.58	1.32	2.5	1.67
ENSG00000198917:SPOUT1	6.97	9.1	13.94	19.45	9.21	6.92	1.02	2.03	19.28	35.99
ENSG00000198918:RPL39	242.07	227.73	326.93	338.41	324.58	392.57	195.41	235.82	1326.78	872.79
ENSG00000198919:DZIP3	3.88	4.59	6.78	3.92	1.22	1.62	0.31	0.43	14.53	1.29
ENSG00000198924:DCLRE1A	4.04	3.83	7.07	3.35	6.05	6.27	1.35	2.49	2.08	1.92
ENSG00000198925:ATG9A	41.86	46.39	25.69	28.03	23.76	23.49	2.18	6.88	22.21	25.33
ENSG00000198931:APRT	22.04	25.1	355.31	368.54	43.6	47.95	1.85	5.32	9.32	31.67
ENSG00000198933:TBKBP1	3.43	6.53	7.6	5.99	6.97	8.41	0.26	0.65	10.49	4.74
ENSG00000198937:CCDC167	7.24	6.95	4.78	3.45	39.44	41.45	3.19	8.73	16.49	5.29
ENSG00000198938:MT-CO3	6132.24	8019.68	257.85	297.43	8419.4	11459.68	1329.77	3328.43	5868.81	23499.56
ENSG00000198944:SOWAHA	0.08	0.03	0.25	0.17	6.53	4.86	0.03	0.06	0.17	0.07
ENSG00000198945:L3MBTL3	5.21	7.02	9.72	7.12	9.66	8.37	1.86	3.68	5.39	1.75
ENSG00000198948:MFAP3L	12.53	15.36	2.34	1.16	19.44	13.87	1.44	2.48	45.99	18.36
ENSG00000198951:NAGA	40.08	39.14	113.67	144.18	77.86	44.24	16.9	55.09	371.31	664.35
ENSG00000198952:SMG5	34.74	46.18	62.25	37.82	35.82	35.05	5.11	12.1	34.7	11.02
ENSG00000198954:KIFBP	14.01	15.95	23.54	28.39	40.76	30.69	2.65	5.36	25.42	17.94
ENSG00000198959:TGM2	1058	890.71	412.35	235.5	19.71	26.94	35.28	139.67	116.93	47.24
ENSG00000198963:RORB	0.02	0.01	0.82	0.78	0.71	0.51	0.36	0.33	0	0
ENSG00000198964:SGMS1	17.34	27.26	37.4	24.44	45.72	39.48	4.8	7.95	22.9	32.2
ENSG00000198967:OR10Z1	0.05	0.16	0	0	0	0	0	0	0	0
ENSG00000198973:MIR375	0	0	0	0	0	0	0	0	0	0
ENSG00000198995:MIR340	0	0	0	0	0	0	0	0	0	0
ENSG00000199017:MIR1-1	0	0	0	0	0	0	0	0	0	0
ENSG00000199024:MIR103A2	0	0	0	0	0	0	0	0	0	0
ENSG00000199032:MIR425	0	0	0	0	0	0	0	0	0	0
ENSG00000199094:MIR30C2	0	0	0	0	0	0	0	0	0	0
ENSG00000199121:MIR26B	0	0	0	0	0	0	0	0	0	0
ENSG00000199130:MIR365A	0	0	0	0	0	0	0	0	0	0
ENSG00000199133:MIRLET7D	0	0	0	0	0	0	0	0	2.28	0
ENSG00000199135:MIR101-1	0	0	0	0	0	0	0	0	0	0
ENSG00000199150:MIRLET7G	0	0	0	0	0	0	0	0	0	0
ENSG00000199153:MIR30D	0	0	0	0	0	0	0	0	0	0
ENSG00000199157:MIR208A	0	0	0	0	0	0	0	0	0	0
ENSG00000199161:MIR126	0	0	0	0	0	0	0	0	0	0
ENSG00000199165:MIRLET7A1	0	0	0	0	0	0	0	0	0	0
ENSG00000199177:MIR31	0	0	0	0	0	0	0	0	0	0
ENSG00000199293:SNORA21	0	0	0	0	0	0	0	0	1.22	0
ENSG00000199709:RNU4-23P	0	0	0	0	0	0	0	0	0	0
ENSG00000199753:SNORD104	0	0	0	0	0	0	0	0	0	0
ENSG00000200072:	0	0	0	0	0	0	0	0	0	0
ENSG00000200259:SNORD35A	0	0	0	0	0	0	0	0	0	0
ENSG00000200320:SNORA63	0	0	0	37.89	0	0	0	0	2.43	5.35
ENSG00000200623:SNORD18A	0	0	0	0	0	0	0	0	0	0
ENSG00000200785:SNORD8	0	0	0	0	0	0	0	0	0	0
ENSG00000200831:SNORD36B	0	0	0	0	0	0	0	0	14.98	0
ENSG00000201129:SNORA58B	0	0	0	0	0	0	0	0	0	0
ENSG00000201772:SNORA5C	0	0	5.36	0	0	0	0	0	0	0
ENSG00000201823:SNORD48	0	0	0	0	0	0	0	0	0	0
ENSG00000201847:SNORD31B	0	0	0	0	0	0	0	0	0	0
ENSG00000202031:SNORD38A	0	0	0	0	0	0	0	0	0	0
ENSG00000202363:SNORA62	0	0	0	0	0	94.02	0	0	3.64	3.48
ENSG00000202400:SNORD82	0	0	0	0	0	0	0	0	0	0
ENSG00000202503:SNORD34	0	0	0	0	0	0	0	0	0	0
ENSG00000203499:IQANK1	14.14	12.1	2.16	1.89	21.2	33.13	0.01	0.08	5.68	16.33
ENSG00000203666:EFCAB2	24.41	34.79	3.89	2.48	5.13	3.86	0.53	1.11	24.05	23.15
ENSG00000203685:STUM	0.1	0.45	0.3	0.18	21.49	14.28	0.1	0.27	2.39	0.18
ENSG00000203697:CAPN8	2.11	1.02	1.13	0.51	8.66	8.59	0.01	0.06	0.5	0.1
ENSG00000203705:TATDN3	16.4	15.84	11.28	8.87	13.85	11.84	0.66	1.97	6.34	12.65
ENSG00000203724:C1orf53	1.62	1.47	7.18	7.76	4.28	5.6	1.45	2.65	2.34	19.36
ENSG00000203733:GJE1	0	0	0.04	0	0	0	0	0	0	0
ENSG00000203734:ECT2L	0.26	0.12	0.51	0	0	0.08	0.06	0.01	1.03	0.15
ENSG00000203740:NTMT2	0	0.1	0	0	0	0	0.01	0.04	0.13	0
ENSG00000203778:FAM229B	1.41	3.67	1.41	0.65	4.82	1.93	0	0	0.43	1.81
ENSG00000203780:FANK1	2.32	2.78	1.28	1.86	0.15	0.07	0.01	0.04	14.46	10.87
ENSG00000203791:EEF1AKMT2	6.33	8.38	21.98	18.57	11.06	11.64	0.95	2.52	50.17	102.8
ENSG00000203797:DDO	0.26	0.99	0.31	0.39	9.54	17.2	0.06	0.06	0.48	0.35
ENSG00000203805:PLPP4	0	0.01	0	0	0.44	0.07	0.03	0.1	0	0
ENSG00000203867:RBM20	3.58	4.92	7.17	3.51	0.37	0.16	0.05	0.11	0.7	0.11
ENSG00000203872:C6orf163	1.78	2.28	0	0	0.2	0.33	0.02	0.03	2.94	0.43
ENSG00000203877:RIPPLY2	0	0	0	0	0	0	0	0	0	1.16
ENSG00000203879:GDI1	80.89	118.95	90.12	97.87	281.71	277.56	2.19	8.63	59.21	44.97
ENSG00000203880:PCMTD2	48.99	64.09	25.46	21.47	38.48	40.86	2.68	5.3	48.22	5.73
ENSG00000203883:SOX18	9.47	15.01	10.69	13.07	19.13	26.53	0.68	4.16	7.35	17.68
ENSG00000203965:EFCAB7	2.81	2.98	3.6	1.55	3.36	3.79	6.41	12.69	11.24	6.77
ENSG00000203972:GLYATL3	0	0	0	0	0.12	0.08	0.02	0.02	0	0
ENSG00000203985:LDLRAD1	0.09	0.08	0.05	0	0.05	0.05	0	0	1.63	0.52
ENSG00000203995:ZYG11A	0.38	0.43	1.02	0.35	2.46	1.79	0.05	0.01	21.67	22.06
ENSG00000204001:LCN8	0	0	0	0	0.12	0	0	0.07	0	0
ENSG00000204007:GLT6D1	0	0	0	0	0	0	0	0	0	0.19
ENSG00000204020:LIPN	0	0	0	0.47	0.03	0	0	0	0	0
ENSG00000204033:LRIT2	0	0	0	0	0	0	0	0	0.05	0
ENSG00000204052:LRRC73	0.02	0.03	2.17	1.28	1.02	0.5	0.05	0.13	7.46	21.43
ENSG00000204060:FOXO6	1.88	3.66	0.39	1.06	16.15	17.12	0	0.04	0	0.06
ENSG00000204070:SYS1	11.4	13.34	40.41	32.18	59.61	48.84	3.55	7.73	29.03	80.28
ENSG00000204084:INPP5B	10.96	20.18	25.59	22.41	9.61	8.86	2.33	5.28	6.1	3.81
ENSG00000204099:NEU4	0	0	0	0	0.06	0	0	0	0.11	0.03
ENSG00000204103:MAFB	3.67	9.08	3.8	3.21	14.68	7.5	0.56	0.89	10.45	6.03
ENSG00000204104:TRAF3IP1	4.49	5.95	5.28	4.24	9.23	11.29	0.73	2.16	26.08	13.74
ENSG00000204116:CHIC1	1.02	1.86	1.05	0.57	6.61	7.13	5.37	10	1.01	1.12
ENSG00000204120:GIGYF2	42.64	42.82	51.38	35	36.33	39.97	5.28	11.07	23.87	15.03
ENSG00000204130:RUFY2	13.73	17.01	18.72	9.76	9.62	7.7	1.25	1.79	10.88	8.94
ENSG00000204131:NHSL2	1.99	2.88	2.34	1.19	1.84	1.89	0.23	0.51	1.03	0.36
ENSG00000204138:PHACTR4	12.4	18.88	44.8	24.54	15.44	16	1.31	2.96	19.87	14.28
ENSG00000204160:ZDHHC18	17.31	20.28	21.28	12.95	23.06	16.6	1.46	3.55	20.23	20.05
ENSG00000204161:TMEM273	3.13	6.55	0.39	0.18	1.85	0.68	0.34	0.57	0	0
ENSG00000204178:MACO1	7.11	9.63	27.66	22.99	17.79	18.18	2.68	4.3	63.89	17.66
ENSG00000204179:PTPN20	0.09	0.93	0.43	0.23	0	0.05	0	0	0	0.03
ENSG00000204193:TXNDC8	0	0	0	0	0	0	0	0	0.74	0.08
ENSG00000204209:DAXX	25.75	30.15	53.85	42.51	34.35	29.11	4.98	14.79	13.21	17.35
ENSG00000204217:BMPR2	24.33	26.2	56.84	19.74	13.44	11.28	9.1	23.83	3.61	0.47
ENSG00000204219:TCEA3	2.52	4.43	0.78	3.33	0	0.26	0.11	0.17	13.03	36.98
ENSG00000204227:RING1	20.3	25.67	15.47	13.13	73.9	73.35	3.28	10.98	30.2	76.97
ENSG00000204228:HSD17B8	5.45	5.94	28.29	28.42	35.05	38.35	3.52	7.27	20.6	56.8
ENSG00000204231:RXRB	38.05	51.98	34.33	26.97	33.67	35.31	1.8	5.4	19.52	28.02
ENSG00000204237:OXLD1	10.2	13.79	4.6	3.95	3.4	3.32	0.8	1.43	11.1	12.05
